Date Examined,Lot #,Location,lat,long,year,TL_mm,C_mariae_total,Notes,,,,
10-May-17,25757,"PS: West Point, Bainbridge Island",47.663651,-122.59389,1980,199,0,,,,,
10-May-17,25757,"PS: West Point, Bainbridge Island",47.663651,-122.59389,1980,156,0,,,,,
10-May-17,25757,"PS: West Point, Bainbridge Island",47.663651,-122.59389,1980,198,0,,,,,
10-May-17,25757,"PS: West Point, Bainbridge Island",47.663651,-122.59389,1980,151,0,,,,,
10-May-17,25757,"PS: West Point, Bainbridge Island",47.663651,-122.59389,1980,142,0,,,,,
22-May-17,5592,PS: Downtown Seattle Fish Co.,47.561557,-122.409016,1948,322,0,,,,,
22-May-17,25749,PS: Jefferson Head,47.887286,-122.608671,1979,272,0,,,,,
22-May-17,25749,PS: Jefferson Head,47.887286,-122.608671,1979,336,0,,,,,
22-May-17,25755,PS: Meadow Point,47.693982,-122.407552,1979,271,0,,,,,
22-May-17,40676,PS: Pt Townshend Bay,48.08938,-122.760284,1995,265,4,Ventral,,,,
22-May-17,40676,PS: Pt Townshend Bay,48.08938,-122.760284,1995,295,2,"1 on dorsal fin, 1 on anal fin",,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,219,2,Ventral and on anal fin,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,225,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,244,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,230,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,213,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,223,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,173,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,200,0,,,,,
22-May-17,25752,PS: West Point,47.661894,-122.437872,1979,215,0,,,,,
23-May-17,41330,Portage Bay,47.645684,-122.312994,1953,309,0,,,,,
23-May-17,110235,"PS: Eastern North Pacific, WA",48.768,-122.7369,2004,265,0,,,,,
23-May-17,25745,PS: Port Orchard,47.546006,-122.635546,1989,185,0,Small tumor on anal fin,,,,
23-May-17,17840,"PS: Port Susan, South End",48.148376,-122.419744,1950,261,0,,,,,
23-May-17,41301,PS: Port Townsend Bay,48.089687,-122.759814,1979,307,5,Ventral and on dorsal and anal fins,,,,
23-May-17,111758,"PS: S Marrowstone Island, Admiralty Inlet",48.010816,-122.703702,1991,188,0,,,,,
23-May-17,111758,"PS: S Marrowstone Island, Admiralty Inlet",48.010816,-122.703702,1991,232,0,,,,,
23-May-17,111758,"PS: S Marrowstone Island, Admiralty Inlet",48.010816,-122.703702,1991,212,8,Ventral and on dorsal and anal fins,,,,
23-May-17,111758,"PS: S Marrowstone Island, Admiralty Inlet",48.010816,-122.703702,1991,251,0,,,,,
23-May-17,111758,"PS: S Marrowstone Island, Admiralty Inlet",48.010816,-122.703702,1991,351,12,Ventral,,,,
23-May-17,111758,"PS: S Marrowstone Island, Admiralty Inlet",48.010816,-122.703702,1991,371,10,Ventral,,,,
23-May-17,41319,PS: West Point,47.661894,-122.437872,1978,175,0,,,,,
23-May-17,41319,PS: West Point,47.661894,-122.437872,1978,258,0,,,,,
23-May-17,41319,PS: West Point,47.661894,-122.437872,1978,215,0,,,,,
23-May-17,41319,PS: West Point,47.661894,-122.437872,1978,199,0,,,,,
23-May-17,41319,PS: West Point,47.661894,-122.437872,1978,182,0,,,,,
23-May-17,41319,PS: West Point,47.661894,-122.437872,1978,157,0,,,,,
25-May-17,25721,PS: Golden Gardens,47.691374,-122.405433,1981,267,0,,,,,
25-May-17,25721,PS: Golden Gardens,47.691374,-122.405433,1981,233,0,,,,,
25-May-17,25721,PS: Golden Gardens,47.691374,-122.405433,1981,204,0,,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,254,3,,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,237,1,Dorsal fin,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,259,2,Anal fin,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,239,0,,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,193,1,Dorsal fin,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,255,4,Dorsal and Anal fins,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,251,2,Dorsal and Caudal fins,,,,
25-May-17,48178,PS: Harbor Island,47.58909,-122.353909,2003,205,0,,,,,
25-May-17,25723,PS: Port Townsend,48.089687,-122.759814,1978,282,0,,,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,231,2,"1 ventral, 1 on caudal fin",,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,229,0,,,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,185,0,,,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,167,0,,,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,188,0,,,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,197,0,,,,,
25-May-17,25720,PS: West Point,47.661894,-122.437872,1979,187,0,,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,145,5,Ventral,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,147,3,Ventral and on anal fin,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,141,0,,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,147,2,Ventral,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,189,1,On anal fin,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,216,1,On Dorsal fin,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,150,0,,,,,
30-May-17,110352,PS: Hood Canal,47.605148,-122.949582,1992,180,3,"1 ventral, 1 on anal fin, 1 on dorsal fin",,,,
30-May-17,40686,PS: West Point,47.661894,-122.437872,1978,213,0,,,,,
30-May-17,40686,PS: West Point,47.661894,-122.437872,1978,161,0,,,,,
30-May-17,40686,PS: West Point,47.661894,-122.437872,1978,173,0,,,,,
30-May-17,40686,PS: West Point,47.661894,-122.437872,1978,134,0,,,,,
30-May-17,40686,PS: West Point,47.661894,-122.437872,1978,134,0,,,,,
30-May-17,40686,PS: West Point,47.661894,-122.437872,1978,130,0,,,,,
30-May-17,25759,PS: West Point,47.661894,-122.437872,1979,168,0,1 tumor on operculum,,,,
30-May-17,25759,PS: West Point,47.661894,-122.437872,1979,234,3,ventral,,,,
30-May-17,25759,PS: West Point,47.661894,-122.437872,1979,212,0,,,,,
30-May-17,25759,PS: West Point,47.661894,-122.437872,1979,218,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,226,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,251,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,206,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,210,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,255,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,207,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,199,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,233,2,Ventral,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,200,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,206,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,189,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,195,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,216,1,On caudal fin base,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,212,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,196,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,206,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,226,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,194,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,191,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,211,4,Ventral,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,136,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,159,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,181,0,,,,,
27-Oct-17,41803,PS: West Point,47.661894,-122.437872,1979,185,0,,,,,
18-Jan-18,1337,PS: Blakely Island ,48.564686,-122.770809,1930,149,0,,,,,
18-Jan-18,10352,PS: Budd Inlet,47.096573,-122.909359,1949,120,0,Ripped up,,,,
18-Jan-18,10352,PS: Budd Inlet,47.096573,-122.909359,1949,182,0,Ripped up,,,,
18-Jan-18,10352,PS: Budd Inlet,47.096573,-122.909359,1949,122,0,Ripped up,,,,
18-Jan-18,10352,PS: Budd Inlet,47.096573,-122.909359,1949,223,0,"Ripped up, head nearly detached",,,,
18-Jan-18,111225,PS: Kitsap,47.633044,-122.686113,1989,225,6,"2 dorsal, 4 ventral",,,,
18-Jan-18,111225,PS: Kitsap,47.633044,-122.686113,1989,214,0,,,,,
18-Jan-18,813,"PS: Orcas Island, Deer Harbor",48.633259,-122.988711,1929,122,0,,,,,
18-Jan-18,1294,"PS: Orcas Island, near entrance of East Sound",48.676436,-122.900815,1930,126,0,,,,,
18-Jan-18,4743,PS: Redondo Beach,47.346207,-122.328187,1939,98,0,,,,,
18-Jan-18,4743,PS: Redondo Beach,47.346207,-122.328187,1939,101,0,,,,,
18-Jan-18,4743,PS: Redondo Beach,47.346207,-122.328187,1939,90,0,,,,,
18-Jan-18,4743,PS: Redondo Beach,47.346207,-122.328187,1939,98,0,,,,,
18-Jan-18,4743,PS: Redondo Beach,47.346207,-122.328187,1939,78,0,,,,,
18-Jan-18,4743,PS: Redondo Beach,47.346207,-122.328187,1939,90,0,,,,,
18-Jan-18,112214,"PS: Rolling Bay, WA",47.669742,-122.506521,1993,138,4,All Ventral,,,,
18-Jan-18,152924,"PS: San Juan Island, Deer Harbor",48.633259,-122.988711,2009,117,0,,,,,
18-Jan-18,152924,"PS: San Juan Island, Deer Harbor",48.633259,-122.988711,2009,119,0,,,,,
18-Jan-18,152924,"PS: San Juan Island, Deer Harbor",48.633259,-122.988711,2009,111,0,,,,,
18-Jan-18,152924,"PS: San Juan Island, Deer Harbor",48.633259,-122.988711,2009,125,0,,,,,
18-Jan-18,154266,PS: San Juan Islands near FHL,48.543828,-123.013173,2009,129,0,,,,,
18-Jan-18,154266,PS: San Juan Islands near FHL,48.543828,-123.013173,2009,112,0,,,,,
18-Jan-18,154266,PS: San Juan Islands near FHL,48.543828,-123.013173,2009,126,0,,,,,
18-Jan-18,154266,PS: San Juan Islands near FHL,48.543828,-123.013173,2009,139,0,,,,,
18-Jan-18,154266,PS: San Juan Islands near FHL,48.543828,-123.013173,2009,120,0,,,,,
18-Jan-18,153566,PS: San Juan Islands near FHL,48.543828,-123.013173,2011,206,0,,,,,
18-Jan-18,110237,PS: WA,48.768,-122.7369,2004,178,0,,,,,
18-Jan-18,25758,PS: West Point,47.661894,-122.437872,1979,258,0,,,,,
29-Jan-18,110478,PS: Eastern North Pacific,48.768,-122.7369,2004,272,0,,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,156,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,192,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,136,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,138,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,175,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,160,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,172,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,146,0,Huge chunk out of head-gills,,,,
29-Jan-18,10372,PS: Golden Gardens,47.691374,-122.405433,1949,241,0,Huge chunk out of head-gills,,,,
29-Jan-18,17062,PS: San Juan Islands at East Sound,48.6933,-122.906679,1963,269,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,345,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,292,1,Dorsal,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,270,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,293,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,270,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,244,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,242,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,268,1,Anal fin,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,253,0,Bump on tail fin-not philo,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,206,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,248,0,,,,,
2-Feb-18,48177,PS: Myrtle Edwards,47.619321,-122.362371,2003,207,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,168,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,148,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,119,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,150,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,122,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,118,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,104,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,144,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,195,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,152,0,,,,,
2-Feb-18,8283,PS: South of Meadow Point,47.695244,-122.405573,1949,100,0,,,,,
